0.00.023.024 E ggml_cuda_init: failed to initialize CUDA: no CUDA-capable device is detected
0.00.024.041 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.024.254 W srv  llama_server: -----------------
0.00.024.255 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.024.255 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.024.255 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.024.255 W srv  llama_server: -----------------
0.00.025.566 I srv    load_model: loading model '/home/hectormr/LifeOS/models/qwen35-4b/Qwen3.5-4B-Q4_K_M.gguf'
0.03.806.220 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.03.827.326 I srv  llama_server: model loaded
0.03.827.331 I srv  llama_server: listening on http://127.0.0.1:8080
33.19.373.539 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
107.39.808.505 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.227 (> 0.100 thold), f_keep = 0.193
107.39.924.202 I slot launch_slot_: id  0 | task 1420 | processing task, is_child = 0
107.47.544.347 I slot print_timing: id  0 | task 1420 | prompt processing, n_tokens =    404, progress = 0.99, t =   7.62 s / 53.02 tokens per second
107.51.130.530 I slot print_timing: id  0 | task 1420 | prompt eval time =    7762.25 ms /   408 tokens (   19.03 ms per token,    52.56 tokens per second)
107.51.130.534 I slot print_timing: id  0 | task 1420 |        eval time =    3444.05 ms /    48 tokens (   71.75 ms per token,    13.94 tokens per second)
107.51.130.534 I slot print_timing: id  0 | task 1420 |       total time =   11206.31 ms /   456 tokens
107.51.130.535 I slot print_timing: id  0 | task 1420 |    graphs reused =       1335
107.51.130.798 I slot      release: id  0 | task 1420 | stop processing: n_tokens = 545, truncated = 0
107.51.143.861 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.222 (> 0.100 thold), f_keep = 0.207
107.51.242.548 I slot launch_slot_: id  0 | task 1470 | processing task, is_child = 0
107.58.732.891 I slot print_timing: id  0 | task 1470 | prompt processing, n_tokens =    416, progress = 0.99, t =   7.49 s / 55.54 tokens per second
108.02.208.705 I slot print_timing: id  0 | task 1470 | prompt eval time =    7621.06 ms /   420 tokens (   18.15 ms per token,    55.11 tokens per second)
108.02.208.709 I slot print_timing: id  0 | task 1470 |        eval time =    3345.08 ms /    46 tokens (   72.72 ms per token,    13.75 tokens per second)
108.02.208.709 I slot print_timing: id  0 | task 1470 |       total time =   10966.14 ms /   466 tokens
108.02.208.710 I slot print_timing: id  0 | task 1470 |    graphs reused =       1378
108.02.208.817 I slot      release: id  0 | task 1470 | stop processing: n_tokens = 555, truncated = 0
118.23.673.609 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.151 (> 0.100 thold), f_keep = 0.175
118.23.797.610 I slot launch_slot_: id  0 | task 1518 | processing task, is_child = 0
118.34.198.428 I slot print_timing: id  0 | task 1518 | prompt processing, n_tokens =    550, progress = 0.99, t =  10.40 s / 52.88 tokens per second
118.38.484.053 I slot print_timing: id  0 | task 1518 | prompt eval time =   10539.09 ms /   554 tokens (   19.02 ms per token,    52.57 tokens per second)
118.38.484.056 I slot print_timing: id  0 | task 1518 |        eval time =    4147.34 ms /    58 tokens (   71.51 ms per token,    13.98 tokens per second)
118.38.484.056 I slot print_timing: id  0 | task 1518 |       total time =   14686.42 ms /   612 tokens
118.38.484.057 I slot print_timing: id  0 | task 1518 |    graphs reused =       1434
118.38.484.344 I slot      release: id  0 | task 1518 | stop processing: n_tokens = 701, truncated = 0
118.48.529.199 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.166 (> 0.100 thold), f_keep = 0.181
118.48.647.174 I slot launch_slot_: id  0 | task 1579 | processing task, is_child = 0
118.57.920.024 I slot print_timing: id  0 | task 1579 | prompt processing, n_tokens =    488, progress = 0.99, t =   9.27 s / 52.63 tokens per second
119.01.839.786 I slot print_timing: id  0 | task 1579 | prompt eval time =    9405.38 ms /   492 tokens (   19.12 ms per token,    52.31 tokens per second)
119.01.839.790 I slot print_timing: id  0 | task 1579 |        eval time =    3787.21 ms /    52 tokens (   72.83 ms per token,    13.73 tokens per second)
119.01.839.790 I slot print_timing: id  0 | task 1579 |       total time =   13192.59 ms /   544 tokens
119.01.839.791 I slot print_timing: id  0 | task 1579 |    graphs reused =       1483
119.01.840.005 I slot      release: id  0 | task 1579 | stop processing: n_tokens = 818, truncated = 0
119.06.069.768 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.258 (> 0.100 thold), f_keep = 0.155
119.06.186.234 I slot launch_slot_: id  0 | task 1633 | processing task, is_child = 0
119.13.625.694 I slot print_timing: id  0 | task 1633 | prompt processing, n_tokens =    399, progress = 0.99, t =   7.44 s / 53.63 tokens per second
119.17.974.957 I slot print_timing: id  0 | task 1633 | prompt eval time =    7581.76 ms /   403 tokens (   18.81 ms per token,    53.15 tokens per second)
119.17.974.960 I slot print_timing: id  0 | task 1633 |        eval time =    4206.94 ms /    59 tokens (   71.30 ms per token,    14.02 tokens per second)
119.17.974.961 I slot print_timing: id  0 | task 1633 |       total time =   11788.70 ms /   462 tokens
119.17.974.961 I slot print_timing: id  0 | task 1633 |    graphs reused =       1539
119.17.975.098 I slot      release: id  0 | task 1633 | stop processing: n_tokens = 551, truncated = 0
119.27.376.844 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.204 (> 0.100 thold), f_keep = 0.230
119.27.458.522 I slot launch_slot_: id  0 | task 1694 | processing task, is_child = 0
119.37.392.312 I slot print_timing: id  0 | task 1694 | prompt processing, n_tokens =    530, progress = 0.99, t =   9.93 s / 53.35 tokens per second
119.41.762.465 I slot print_timing: id  0 | task 1694 | prompt eval time =   10082.10 ms /   534 tokens (   18.88 ms per token,    52.97 tokens per second)
119.41.762.468 I slot print_timing: id  0 | task 1694 |        eval time =    4221.82 ms /    52 tokens (   81.19 ms per token,    12.32 tokens per second)
119.41.762.468 I slot print_timing: id  0 | task 1694 |       total time =   14303.92 ms /   586 tokens
119.41.762.469 I slot print_timing: id  0 | task 1694 |    graphs reused =       1589
119.41.762.772 I slot      release: id  0 | task 1694 | stop processing: n_tokens = 675, truncated = 0
119.51.839.393 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.167 (> 0.100 thold), f_keep = 0.188
119.51.971.471 I slot launch_slot_: id  0 | task 1749 | processing task, is_child = 0
120.04.300.374 I slot print_timing: id  0 | task 1749 | prompt processing, n_tokens =    665, progress = 0.99, t =  12.33 s / 53.94 tokens per second
120.08.474.545 I slot print_timing: id  0 | task 1749 | prompt eval time =   12485.39 ms /   669 tokens (   18.66 ms per token,    53.58 tokens per second)
120.08.474.548 I slot print_timing: id  0 | task 1749 |        eval time =    4017.66 ms /    55 tokens (   73.05 ms per token,    13.69 tokens per second)
120.08.474.549 I slot print_timing: id  0 | task 1749 |       total time =   16503.05 ms /   724 tokens
120.08.474.549 I slot print_timing: id  0 | task 1749 |    graphs reused =       1641
120.08.474.805 I slot      release: id  0 | task 1749 | stop processing: n_tokens = 813, truncated = 0
120.18.516.714 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.185 (> 0.100 thold), f_keep = 0.156
120.18.645.448 I slot launch_slot_: id  0 | task 1807 | processing task, is_child = 0
120.27.431.910 I slot print_timing: id  0 | task 1807 | prompt processing, n_tokens =    478, progress = 0.99, t =   8.79 s / 54.40 tokens per second
120.31.471.837 I slot print_timing: id  0 | task 1807 | prompt eval time =    8930.62 ms /   482 tokens (   18.53 ms per token,    53.97 tokens per second)
120.31.471.840 I slot print_timing: id  0 | task 1807 |        eval time =    3895.74 ms /    54 tokens (   72.14 ms per token,    13.86 tokens per second)
120.31.471.841 I slot print_timing: id  0 | task 1807 |       total time =   12826.36 ms /   536 tokens
120.31.471.875 I slot print_timing: id  0 | task 1807 |    graphs reused =       1693
120.31.472.190 I slot      release: id  0 | task 1807 | stop processing: n_tokens = 740, truncated = 0
120.35.546.676 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.257 (> 0.100 thold), f_keep = 0.172
120.35.635.552 I slot launch_slot_: id  0 | task 1863 | processing task, is_child = 0
120.42.900.647 I slot print_timing: id  0 | task 1863 | prompt processing, n_tokens =    401, progress = 0.99, t =   7.27 s / 55.20 tokens per second
120.47.209.069 I slot print_timing: id  0 | task 1863 | prompt eval time =    7395.64 ms /   405 tokens (   18.26 ms per token,    54.76 tokens per second)
120.47.209.072 I slot print_timing: id  0 | task 1863 |        eval time =    4177.85 ms /    57 tokens (   73.30 ms per token,    13.64 tokens per second)
120.47.209.072 I slot print_timing: id  0 | task 1863 |       total time =   11573.49 ms /   462 tokens
120.47.209.073 I slot print_timing: id  0 | task 1863 |    graphs reused =       1747
120.47.209.241 I slot      release: id  0 | task 1863 | stop processing: n_tokens = 551, truncated = 0
120.57.478.429 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.171 (> 0.100 thold), f_keep = 0.230
120.57.582.866 I slot launch_slot_: id  0 | task 1922 | processing task, is_child = 0
121.06.786.642 I slot print_timing: id  0 | task 1922 | prompt processing, n_tokens =    488, progress = 0.99, t =   9.20 s / 53.02 tokens per second
121.10.645.128 I slot print_timing: id  0 | task 1922 | prompt eval time =    9350.00 ms /   492 tokens (   19.00 ms per token,    52.62 tokens per second)
121.10.645.131 I slot print_timing: id  0 | task 1922 |        eval time =    3712.24 ms /    51 tokens (   72.79 ms per token,    13.74 tokens per second)
121.10.645.157 I slot print_timing: id  0 | task 1922 |       total time =   13062.24 ms /   543 tokens
121.10.645.158 I slot print_timing: id  0 | task 1922 |    graphs reused =       1795
121.10.645.320 I slot      release: id  0 | task 1922 | stop processing: n_tokens = 792, truncated = 0
121.33.387.956 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.275 (> 0.100 thold), f_keep = 0.160
121.33.495.636 I slot launch_slot_: id  0 | task 1975 | processing task, is_child = 0
121.40.120.689 I slot print_timing: id  0 | task 1975 | prompt processing, n_tokens =    368, progress = 0.99, t =   6.63 s / 55.55 tokens per second
121.43.506.151 I slot print_timing: id  0 | task 1975 | prompt eval time =    6781.64 ms /   372 tokens (   18.23 ms per token,    54.85 tokens per second)
121.43.506.154 I slot print_timing: id  0 | task 1975 |        eval time =    3228.86 ms /    45 tokens (   71.75 ms per token,    13.94 tokens per second)
121.43.506.155 I slot print_timing: id  0 | task 1975 |       total time =   10010.50 ms /   417 tokens
121.43.506.155 I slot print_timing: id  0 | task 1975 |    graphs reused =       1838
121.43.506.261 I slot      release: id  0 | task 1975 | stop processing: n_tokens = 506, truncated = 0
121.47.417.925 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.288 (> 0.100 thold), f_keep = 0.267
121.47.512.690 I slot launch_slot_: id  0 | task 2022 | processing task, is_child = 0
121.54.256.663 I slot print_timing: id  0 | task 2022 | prompt processing, n_tokens =    375, progress = 0.99, t =   6.74 s / 55.61 tokens per second
121.57.656.363 I slot print_timing: id  0 | task 2022 | prompt eval time =    6878.07 ms /   379 tokens (   18.15 ms per token,    55.10 tokens per second)
121.57.656.386 I slot print_timing: id  0 | task 2022 |        eval time =    3265.58 ms /    46 tokens (   70.99 ms per token,    14.09 tokens per second)
121.57.656.386 I slot print_timing: id  0 | task 2022 |       total time =   10143.65 ms /   425 tokens
121.57.656.387 I slot print_timing: id  0 | task 2022 |    graphs reused =       1881
121.57.656.473 I slot      release: id  0 | task 2022 | stop processing: n_tokens = 514, truncated = 0
122.01.065.024 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.305 (> 0.100 thold), f_keep = 0.263
122.01.166.403 I slot launch_slot_: id  0 | task 2070 | processing task, is_child = 0
122.07.411.291 I slot print_timing: id  0 | task 2070 | prompt processing, n_tokens =    349, progress = 0.99, t =   6.24 s / 55.89 tokens per second
122.10.904.788 I slot print_timing: id  0 | task 2070 | prompt eval time =    6390.37 ms /   353 tokens (   18.10 ms per token,    55.24 tokens per second)
122.10.904.792 I slot print_timing: id  0 | task 2070 |        eval time =    3348.00 ms /    44 tokens (   76.09 ms per token,    13.14 tokens per second)
122.10.904.793 I slot print_timing: id  0 | task 2070 |       total time =    9738.37 ms /   397 tokens
122.10.904.793 I slot print_timing: id  0 | task 2070 |    graphs reused =       1923
122.10.904.877 I slot      release: id  0 | task 2070 | stop processing: n_tokens = 486, truncated = 0
122.13.998.461 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.302 (> 0.100 thold), f_keep = 0.278
122.14.096.844 I slot launch_slot_: id  0 | task 2116 | processing task, is_child = 0
122.20.440.496 I slot print_timing: id  0 | task 2116 | prompt processing, n_tokens =    353, progress = 0.99, t =   6.34 s / 55.65 tokens per second
122.23.771.059 I slot print_timing: id  0 | task 2116 | prompt eval time =    6482.52 ms /   357 tokens (   18.16 ms per token,    55.07 tokens per second)
122.23.771.062 I slot print_timing: id  0 | task 2116 |        eval time =    3191.65 ms /    45 tokens (   70.93 ms per token,    14.10 tokens per second)
122.23.771.062 I slot print_timing: id  0 | task 2116 |       total time =    9674.17 ms /   402 tokens
122.23.771.062 I slot print_timing: id  0 | task 2116 |    graphs reused =       1966
122.23.771.092 I slot      release: id  0 | task 2116 | stop processing: n_tokens = 491, truncated = 0
122.27.036.106 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.305 (> 0.100 thold), f_keep = 0.275
122.27.115.229 I slot launch_slot_: id  0 | task 2163 | processing task, is_child = 0
122.33.729.342 I slot print_timing: id  0 | task 2163 | prompt processing, n_tokens =    349, progress = 0.99, t =   6.61 s / 52.77 tokens per second
122.36.997.300 I slot print_timing: id  0 | task 2163 | prompt eval time =    6749.90 ms /   353 tokens (   19.12 ms per token,    52.30 tokens per second)
122.36.997.303 I slot print_timing: id  0 | task 2163 |        eval time =    3132.15 ms /    45 tokens (   69.60 ms per token,    14.37 tokens per second)
122.36.997.304 I slot print_timing: id  0 | task 2163 |       total time =    9882.05 ms /   398 tokens
122.36.997.304 I slot print_timing: id  0 | task 2163 |    graphs reused =       2009
122.36.997.398 I slot      release: id  0 | task 2163 | stop processing: n_tokens = 487, truncated = 0
122.40.743.011 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.293 (> 0.100 thold), f_keep = 0.277
122.40.835.745 I slot launch_slot_: id  0 | task 2210 | processing task, is_child = 0
122.47.412.492 I slot print_timing: id  0 | task 2210 | prompt processing, n_tokens =    366, progress = 0.99, t =   6.58 s / 55.65 tokens per second
122.51.189.308 I slot print_timing: id  0 | task 2210 | prompt eval time =    6714.82 ms /   370 tokens (   18.15 ms per token,    55.10 tokens per second)
122.51.189.311 I slot print_timing: id  0 | task 2210 |        eval time =    3638.72 ms /    46 tokens (   79.10 ms per token,    12.64 tokens per second)
122.51.189.311 I slot print_timing: id  0 | task 2210 |       total time =   10353.55 ms /   416 tokens
122.51.189.312 I slot print_timing: id  0 | task 2210 |    graphs reused =       2053
122.51.189.397 I slot      release: id  0 | task 2210 | stop processing: n_tokens = 505, truncated = 0
122.54.116.643 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.299 (> 0.100 thold), f_keep = 0.267
122.54.230.496 I slot launch_slot_: id  0 | task 2258 | processing task, is_child = 0
123.00.618.291 I slot print_timing: id  0 | task 2258 | prompt processing, n_tokens =    357, progress = 0.99, t =   6.39 s / 55.89 tokens per second
123.03.929.274 I slot print_timing: id  0 | task 2258 | prompt eval time =    6539.52 ms /   361 tokens (   18.12 ms per token,    55.20 tokens per second)
123.03.929.278 I slot print_timing: id  0 | task 2258 |        eval time =    3159.24 ms /    44 tokens (   71.80 ms per token,    13.93 tokens per second)
123.03.929.278 I slot print_timing: id  0 | task 2258 |       total time =    9698.76 ms /   405 tokens
123.03.929.278 I slot print_timing: id  0 | task 2258 |    graphs reused =       2095
123.03.929.341 I slot      release: id  0 | task 2258 | stop processing: n_tokens = 494, truncated = 0
123.08.219.753 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.278 (> 0.100 thold), f_keep = 0.273
123.08.317.947 I slot launch_slot_: id  0 | task 2304 | processing task, is_child = 0
123.15.327.425 I slot print_timing: id  0 | task 2304 | prompt processing, n_tokens =    392, progress = 0.99, t =   7.01 s / 55.92 tokens per second
123.18.620.408 I slot print_timing: id  0 | task 2304 | prompt eval time =    7148.96 ms /   396 tokens (   18.05 ms per token,    55.39 tokens per second)
123.18.620.411 I slot print_timing: id  0 | task 2304 |        eval time =    3153.47 ms /    45 tokens (   70.08 ms per token,    14.27 tokens per second)
123.18.620.411 I slot print_timing: id  0 | task 2304 |       total time =   10302.44 ms /   441 tokens
123.18.620.412 I slot print_timing: id  0 | task 2304 |    graphs reused =       2137
123.18.620.478 I slot      release: id  0 | task 2304 | stop processing: n_tokens = 530, truncated = 0
131.11.836.668 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.274 (> 0.100 thold), f_keep = 0.240
131.11.933.253 I slot launch_slot_: id  0 | task 2351 | processing task, is_child = 0
131.18.866.563 I slot print_timing: id  0 | task 2351 | prompt processing, n_tokens =    369, progress = 0.99, t =   6.93 s / 53.22 tokens per second
131.22.428.224 I slot print_timing: id  0 | task 2351 | prompt eval time =    7103.47 ms /   373 tokens (   19.04 ms per token,    52.51 tokens per second)
131.22.428.228 I slot print_timing: id  0 | task 2351 |        eval time =    3391.48 ms /    45 tokens (   75.37 ms per token,    13.27 tokens per second)
131.22.428.229 I slot print_timing: id  0 | task 2351 |       total time =   10494.95 ms /   418 tokens
131.22.428.230 I slot print_timing: id  0 | task 2351 |    graphs reused =       2180
131.22.428.365 I slot      release: id  0 | task 2351 | stop processing: n_tokens = 507, truncated = 0
131.27.491.027 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.271 (> 0.100 thold), f_keep = 0.254
131.27.612.839 I slot launch_slot_: id  0 | task 2398 | processing task, is_child = 0
131.34.660.560 I slot print_timing: id  0 | task 2398 | prompt processing, n_tokens =    382, progress = 0.99, t =   7.05 s / 54.20 tokens per second
131.37.746.272 I slot print_timing: id  0 | task 2398 | prompt eval time =    7181.46 ms /   386 tokens (   18.60 ms per token,    53.75 tokens per second)
131.37.746.275 I slot print_timing: id  0 | task 2398 |        eval time =    2951.95 ms /    42 tokens (   70.28 ms per token,    14.23 tokens per second)
131.37.746.275 I slot print_timing: id  0 | task 2398 |       total time =   10133.41 ms /   428 tokens
131.37.746.276 I slot print_timing: id  0 | task 2398 |    graphs reused =       2219
131.37.746.338 I slot      release: id  0 | task 2398 | stop processing: n_tokens = 517, truncated = 0
215.37.979.264 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.317 (> 0.100 thold), f_keep = 0.188
215.38.201.054 I slot launch_slot_: id  0 | task 2442 | processing task, is_child = 0
215.42.373.617 I slot print_timing: id  0 | task 2442 | prompt processing, n_tokens =    212, progress = 0.99, t =   4.17 s / 50.81 tokens per second
215.44.261.332 I slot print_timing: id  0 | task 2442 | prompt eval time =    4399.08 ms /   216 tokens (   20.37 ms per token,    49.10 tokens per second)
215.44.261.335 I slot print_timing: id  0 | task 2442 |        eval time =    1661.17 ms /    25 tokens (   66.45 ms per token,    15.05 tokens per second)
215.44.261.336 I slot print_timing: id  0 | task 2442 |       total time =    6060.26 ms /   241 tokens
215.44.261.336 I slot print_timing: id  0 | task 2442 |    graphs reused =       2242
215.44.263.001 I slot      release: id  0 | task 2442 | stop processing: n_tokens = 330, truncated = 0
215.44.287.357 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.212 (> 0.100 thold), f_keep = 0.342
215.44.396.230 I slot launch_slot_: id  0 | task 2469 | processing task, is_child = 0
215.52.440.842 I slot print_timing: id  0 | task 2469 | prompt processing, n_tokens =    440, progress = 0.99, t =   8.04 s / 54.70 tokens per second
215.55.981.561 I slot print_timing: id  0 | task 2469 | prompt eval time =    8179.65 ms /   444 tokens (   18.42 ms per token,    54.28 tokens per second)
215.55.981.564 I slot print_timing: id  0 | task 2469 |        eval time =    3405.66 ms /    50 tokens (   68.11 ms per token,    14.68 tokens per second)
215.55.981.565 I slot print_timing: id  0 | task 2469 |       total time =   11585.31 ms /   494 tokens
215.55.981.565 I slot print_timing: id  0 | task 2469 |    graphs reused =       2290
215.55.982.987 I slot      release: id  0 | task 2469 | stop processing: n_tokens = 583, truncated = 0
215.56.009.569 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.205 (> 0.100 thold), f_keep = 0.194
215.56.166.358 I slot launch_slot_: id  0 | task 2521 | processing task, is_child = 0
216.04.174.849 I slot print_timing: id  0 | task 2521 | prompt processing, n_tokens =    456, progress = 0.99, t =   8.01 s / 56.94 tokens per second
216.07.088.800 I slot print_timing: id  0 | task 2521 | prompt eval time =    8143.84 ms /   460 tokens (   17.70 ms per token,    56.48 tokens per second)
216.07.088.802 I slot print_timing: id  0 | task 2521 |        eval time =    2778.59 ms /    41 tokens (   67.77 ms per token,    14.76 tokens per second)
216.07.088.803 I slot print_timing: id  0 | task 2521 |       total time =   10922.42 ms /   501 tokens
216.07.088.803 I slot print_timing: id  0 | task 2521 |    graphs reused =       2329
216.07.089.997 I slot      release: id  0 | task 2521 | stop processing: n_tokens = 590, truncated = 0
216.07.106.578 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.206 (> 0.100 thold), f_keep = 0.192
216.07.247.159 I slot launch_slot_: id  0 | task 2564 | processing task, is_child = 0
216.15.173.928 I slot print_timing: id  0 | task 2564 | prompt processing, n_tokens =    455, progress = 0.99, t =   7.93 s / 57.40 tokens per second
216.18.411.793 I slot print_timing: id  0 | task 2564 | prompt eval time =    8055.29 ms /   459 tokens (   17.55 ms per token,    56.98 tokens per second)
216.18.411.796 I slot print_timing: id  0 | task 2564 |        eval time =    3109.32 ms /    46 tokens (   67.59 ms per token,    14.79 tokens per second)
216.18.411.796 I slot print_timing: id  0 | task 2564 |       total time =   11164.61 ms /   505 tokens
216.18.411.797 I slot print_timing: id  0 | task 2564 |    graphs reused =       2373
216.18.412.722 I slot      release: id  0 | task 2564 | stop processing: n_tokens = 594, truncated = 0
216.18.433.638 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.193 (> 0.100 thold), f_keep = 0.190
216.18.585.726 I slot launch_slot_: id  0 | task 2612 | processing task, is_child = 0
216.27.330.405 I slot print_timing: id  0 | task 2612 | prompt processing, n_tokens =    493, progress = 0.99, t =   8.74 s / 56.38 tokens per second
216.31.123.603 I slot print_timing: id  0 | task 2612 | prompt eval time =    8936.37 ms /   497 tokens (   17.98 ms per token,    55.62 tokens per second)
216.31.123.606 I slot print_timing: id  0 | task 2612 |        eval time =    3601.49 ms /    51 tokens (   70.62 ms per token,    14.16 tokens per second)
216.31.123.606 I slot print_timing: id  0 | task 2612 |       total time =   12537.86 ms /   548 tokens
216.31.123.637 I slot print_timing: id  0 | task 2612 |    graphs reused =       2422
216.31.124.653 I slot      release: id  0 | task 2612 | stop processing: n_tokens = 637, truncated = 0
216.31.139.858 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.191 (> 0.100 thold), f_keep = 0.177
216.31.294.566 I slot launch_slot_: id  0 | task 2665 | processing task, is_child = 0
216.39.886.302 I slot print_timing: id  0 | task 2665 | prompt processing, n_tokens =    497, progress = 0.99, t =   8.59 s / 57.85 tokens per second
216.43.037.792 I slot print_timing: id  0 | task 2665 | prompt eval time =    8716.03 ms /   501 tokens (   17.40 ms per token,    57.48 tokens per second)
216.43.037.795 I slot print_timing: id  0 | task 2665 |        eval time =    3027.18 ms /    45 tokens (   67.27 ms per token,    14.87 tokens per second)
216.43.037.795 I slot print_timing: id  0 | task 2665 |       total time =   11743.21 ms /   546 tokens
216.43.037.796 I slot print_timing: id  0 | task 2665 |    graphs reused =       2465
216.43.038.530 I slot      release: id  0 | task 2665 | stop processing: n_tokens = 635, truncated = 0
227.05.143.683 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.146 (> 0.100 thold), f_keep = 0.153
227.05.301.061 I slot launch_slot_: id  0 | task 2712 | processing task, is_child = 0
227.15.870.597 I slot print_timing: id  0 | task 2712 | prompt processing, n_tokens =    572, progress = 0.99, t =  10.57 s / 54.12 tokens per second
227.19.925.719 I slot print_timing: id  0 | task 2712 | prompt eval time =   10702.36 ms /   576 tokens (   18.58 ms per token,    53.82 tokens per second)
227.19.925.722 I slot print_timing: id  0 | task 2712 |        eval time =    3922.28 ms /    57 tokens (   68.81 ms per token,    14.53 tokens per second)
227.19.925.740 I slot print_timing: id  0 | task 2712 |       total time =   14624.64 ms /   633 tokens
227.19.925.741 I slot print_timing: id  0 | task 2712 |    graphs reused =       2520
227.19.926.727 I slot      release: id  0 | task 2712 | stop processing: n_tokens = 722, truncated = 0
227.24.150.340 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.212 (> 0.100 thold), f_keep = 0.176
227.24.334.297 I slot launch_slot_: id  0 | task 2772 | processing task, is_child = 0
227.30.072.421 I slot print_timing: id  0 | task 2772 | prompt processing, n_tokens =    319, progress = 0.99, t =   5.74 s / 55.59 tokens per second
227.33.792.627 I slot print_timing: id  0 | task 2772 | prompt eval time =    5869.42 ms /   323 tokens (   18.17 ms per token,    55.03 tokens per second)
227.33.792.750 I slot print_timing: id  0 | task 2772 |        eval time =    3588.89 ms /    53 tokens (   67.71 ms per token,    14.77 tokens per second)
227.33.792.751 I slot print_timing: id  0 | task 2772 |       total time =    9458.31 ms /   376 tokens
227.33.792.752 I slot print_timing: id  0 | task 2772 |    graphs reused =       2571
227.33.793.252 I slot      release: id  0 | task 2772 | stop processing: n_tokens = 650, truncated = 0
227.37.238.722 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.272 (> 0.100 thold), f_keep = 0.195
227.37.397.762 I slot launch_slot_: id  0 | task 2827 | processing task, is_child = 0
227.44.004.417 I slot print_timing: id  0 | task 2827 | prompt processing, n_tokens =    373, progress = 0.99, t =   6.61 s / 56.46 tokens per second
227.47.899.745 I slot print_timing: id  0 | task 2827 | prompt eval time =    6750.75 ms /   377 tokens (   17.91 ms per token,    55.85 tokens per second)
227.47.899.774 I slot print_timing: id  0 | task 2827 |        eval time =    3751.22 ms /    55 tokens (   68.20 ms per token,    14.66 tokens per second)
227.47.899.774 I slot print_timing: id  0 | task 2827 |       total time =   10501.96 ms /   432 tokens
227.47.899.775 I slot print_timing: id  0 | task 2827 |    graphs reused =       2623
227.47.900.203 I slot      release: id  0 | task 2827 | stop processing: n_tokens = 521, truncated = 0
227.57.750.035 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.200 (> 0.100 thold), f_keep = 0.244
227.57.856.671 I slot launch_slot_: id  0 | task 2884 | processing task, is_child = 0
228.07.497.929 I slot print_timing: id  0 | task 2884 | prompt processing, n_tokens =    542, progress = 0.99, t =   9.64 s / 56.22 tokens per second
228.11.160.604 I slot print_timing: id  0 | task 2884 | prompt eval time =    9776.41 ms /   546 tokens (   17.91 ms per token,    55.85 tokens per second)
228.11.160.607 I slot print_timing: id  0 | task 2884 |        eval time =    3527.50 ms /    52 tokens (   67.84 ms per token,    14.74 tokens per second)
228.11.160.607 I slot print_timing: id  0 | task 2884 |       total time =   13303.92 ms /   598 tokens
228.11.160.608 I slot print_timing: id  0 | task 2884 |    graphs reused =       2673
